gene_name,logFC,adj.P.Val
C3,0.25,0.99
RP23-149A1.6,0.029,0.999
RP23-99O13.6,-1.1,0.948
RP24-123J3.1,0.59,0.981
RP23-293K21.7,-1.7,0.903
Ncapg2,1.4,0.937
RP23-83N17.1,0.36,0.988
Pef1,0.81,0.685
Mdk,-1.7,0.897
RP23-189N8.1,1.7,0.915
Bcl2,-1.8,0.837
RP24-302M13.5,-1.2,0.952
Cntrob,1.5,0.819
Arhgap26,1.4,0.931
Spred2,-1.2,0.934
Hs3st1,-1.5,0.938
Spon1,0.38,0.988
Heca,0.88,0.706
Cdkn3,-0.11,0.997
B3galt5,1.1,0.755
P3h4,1.9,0.895
Ppp4r1l-ps,1.2,0.769
Rab5b,-1.4,0.801
Klhl11,-1.2,0.948
Nim1k,1.2,0.944
Cyr61,-2.2,0.95
RP23-157G2.2,0.23,0.99
RP24-470E5.9,0.32,0.99
Cenpu,-0.15,0.994
RP23-328F3.4,-1.8,0.896
Rraga,-0.86,0.708
Ralgps1,1.4,0.793
Icam4,-0.65,0.981
Eif5a2,2.1,0.853
Hyls1,-0.74,0.965
Plk2,-3.3,0.84
D130007C19Rik,-0.29,0.99
WI1-1616M8.2,-1.9,0.832
Chil1,-0.41,0.988
Ly6g6d,1.6,0.842
RP23-310L8.1,-0.71,0.973
Rabgap1l,-2,0.84
Ldlrad3,1.3,0.938
Limd1,1.3,0.793
RP23-228H14.6,0.24,0.99
RP23-16H24.5,-0.088,0.997
Zfand5,0.47,0.598
Mllt4,0.98,0.733
Ube2t,-1.6,0.906
RP23-139J18.1,-1.5,0.841
Il12rb2,-1.3,0.947
Fgf1,0.43,0.987
Mtbp,-1.9,0.893
Emb,-1.6,0.93
Qrich2,-0.22,0.99
Zbed4,1.6,0.919
RP23-349D13.3,1.3,0.814
Casp8ap2,0.87,0.696
Gse1,-1.2,0.761
Wwc1,-0.52,0.986
Madcam1,0.43,0.987
Olr1,0.31,0.99
Oplah,1.6,0.86
Platr25,-1.1,0.755
Oasl1,0.3,0.99
Gan,-1.8,0.837
Lrmda,0.93,0.736
Dusp5,1.3,0.788
RP24-258K6.2,1.5,0.902
Dhdh,2.1,0.849
Zbtb46,-1.8,0.864
AC107822.5,1.4,0.928
Cep128,-1.1,0.953
RP24-372N16.1,0.52,0.985
Atp8b2,-1.9,0.877
Tspan17,-1.4,0.92
Cacnb2,-1.8,0.829
Mmp11,-1.8,0.879
Plxnc1,-0.47,0.987
Trim25,-1.8,0.84
RP23-255E18.1,-0.47,0.987
Rptoros,0.76,0.977
Mark2,1.2,0.826
Crtc1,0.7,0.966
RP24-316D12.2,-1.1,0.943
Perp,1.9,0.928
Gm3608,-1.2,0.829
RP23-189B9.3,-0.28,0.99
Lilrb4a,1,0.948
AC161218.5,-0.2,0.992
Enkd1,-0.77,0.965
Lipt2,-1.9,0.841
RP23-25N17.6,-1.4,0.936
Glipr2,0.62,0.977
Shmt1,-1.9,0.853
Pde4d,1.8,0.896
Gcat,0.87,0.948
RP23-44N5.3,1.2,0.929
RP24-429G21.2,-1.9,0.881
Vamp1,-1.3,0.931
Zfp703,1.2,0.814
Nr4a2,-0.38,0.989
Birc5,-1.5,0.942
Cd24a,-1,0.956
RP24-201D17.2,-1.1,0.944
Pbx3,-1.6,0.807
RP24-128P19.3,-0.35,0.99
RP23-218C24.1,1.2,0.936
Mis18bp1,-0.49,0.987
Anxa9,-0.29,0.99
RP23-389F23.3,-0.063,0.998
RP23-417P22.3,1.8,0.906
Ccdc171,1.6,0.84
Cd209b,-4.4,0.887
Ccr6,0.49,0.987
Chic1,1,0.953
RP23-219K12.1,-0.27,0.99
Apoc1,-0.57,0.986
Tbck,1,0.745
Trim30b,-1.9,0.864
Cfap43,1.8,0.839
RP24-186A17.1,1.2,0.847
Gm25360,1.7,0.85
Lockd,-0.39,0.987
Rfx3,-1.8,0.849
Bbs1,-1.1,0.947
Xist,-1.5,0.903
RP23-393I12.3,1.9,0.912
Tsix,-0.39,0.987
Bcorl1,1.6,0.886
RP23-127O4.7,-1.4,0.926
RP23-102L5.1,-0.71,0.97
Cep104,-1.8,0.843
RP23-293I7.7,-0.15,0.994
Pgap1,-1.3,0.942
D930015E06Rik,-1.1,0.738
Maml2,0.98,0.723
Hlf,-1.6,0.823
Racgap1,-1.6,0.925
Zfp952,1.4,0.799
Pan2,1.4,0.814
RP23-408A1.1,-1.7,0.821
AC123848.4,-0.48,0.987
Noxred1,0.4,0.987
RP23-292F19.2,-1.3,0.92
Slc37a1,1.7,0.919
Sult6b1,-1.3,0.936
Clec11a,-0.28,0.99
Zfp456,-2,0.843
Slc13a3,-1.5,0.827
Phf11a,-1.1,0.943
Ino80c,-0.76,0.692
Ncoa1,-1.1,0.75
RP23-20K24.9,1.2,0.935
Pdzk1ip1,-1.1,0.943
Zfp40,-1.6,0.793
RP24-84I4.2,1.9,0.864
Sesn3,-0.83,0.962
Fxyd5,-3.2,0.82
Spef2,1.2,0.938
Urb2,1.7,0.895
RP23-348A6.1,-1.1,0.942
Rpl14-ps1,1.1,0.819
RP23-414P13.3,0.24,0.99
AC127677.1,-0.42,0.987
RP23-209N19.1,-0.8,0.96
Zbtb40,1.6,0.898
Ttc30a2,1.6,0.928
Fn3k,0.8,0.965
Zfyve19,-0.69,0.665
Vegfa,1.9,0.875
RP23-158C15.8,-1.4,0.928
Gbp2,-1.9,0.823
RP24-555M20.3,2,0.887
Akap17b,1.6,0.921
Erc1,-0.52,0.987
Ciita,1.3,0.931
Dyrk3,0.28,0.99
RP23-85A8.1,-0.41,0.987
Meis1,1.3,0.931
RP24-208N6.2,-0.47,0.985
Rnf150,1.4,0.814
RP24-281E19.1,-0.56,0.987
Fam107a,0.94,0.956
RP23-406N5.8,-1.6,0.839
Nipsnap1,-1.3,0.93
Ocel1,1.4,0.806
RP23-226A4.5,1.5,0.895
Gpc5,-0.44,0.987
Slc35b4,-0.86,0.696
Limch1,0.049,0.998
Timmdc1,1.1,0.94
Gtf2h2,-0.48,0.599
Ptar1,1.8,0.847
Krba1,-1.5,0.864
Sbno2,1.2,0.737
Arhgef9,-0.83,0.956
RP23-16D16.13,0.69,0.973
RP23-15K13.2,-0.065,0.998
Izumo4,-1.5,0.877
RP24-217J7.2,1.2,0.839
Ntrk3,-0.41,0.987
Kctd7,1.3,0.924
Apba1,1.6,0.872
RP23-27C10.2,-1.7,0.853
Traf3ip1,1.7,0.886
Tcf19,0.93,0.956
Aasdh,-1.3,0.812
Smim24,1.3,0.931
Mmp23,1.1,0.948
Il1rn,1.4,0.947
Zmat3,-0.12,0.994
Rrp12,-1.4,0.911
RP23-184M4.1,-0.59,0.969
RP23-26N21.2,-1.3,0.94
Prox2,-1.3,0.94
Uprt,-0.79,0.965
Xndc1,-2,0.851
Arhgap35,1.5,0.902
Lipt1,0.92,0.959
Sorbs1,-1.9,0.918
4930518I15Rik,-0.58,0.977
Isg15,-1.1,0.92
RP24-372I24.4,-1.6,0.923
Tnip3,1.2,0.948
RP23-446D4.7,1.8,0.883
Snph,-1.6,0.892
Leng8,-1.3,0.84
Fam71a,-0.4,0.987
Susd1,0.77,0.963
Il23a,-0.43,0.987
RP24-270A10.5,1.4,0.927
Snapc1,0.86,0.698
Zfp850,-0.7,0.974
RP24-132G6.4,-1.3,0.924
Cd300lf,0.84,0.954
Tfb2m,-1.5,0.842
Llgl2,-1.3,0.926
Zfp369,1.3,0.819
Slc36a2,-1.9,0.881
RP23-83I13.10,-0.13,0.993
Zfp385c,1.5,0.919
RP23-108H23.2,0.28,0.99
RP23-325K4.10,0.85,0.745
Ckap2l,-1.8,0.902
Chtf8,-1.3,0.859
Nnt,-1.7,0.917
Rsad2,-1.3,0.937
RP23-134H19.3,-1.1,0.943
Ticam2,-0.79,0.708
RP23-256D19.2,0.56,0.987
Crybg3,1.4,0.823
Cpeb3,1.2,0.935
Gm26711,1.6,0.879
Urb1,-1,0.949
Gpr19,-1.2,0.944
Fxyd2,0.16,0.993
Rnf17,-1.8,0.864
Thg1l,-0.49,0.985
Slc38a3,-1.3,0.934
Alcam,0.088,0.997
RP24-378J8.2,-0.37,0.987
RP23-471B6.6,1.2,0.932
Focad,-1.6,0.832
RP23-6I17.1,1.9,0.878
Prdm15,-1.9,0.851
Epop,-1.5,0.878
RP23-156C20.1,1.7,0.818
Pcp4,1.5,0.832
Poldip3,-0.79,0.68
Dnph1,-1.2,0.942
Slc25a29,1.5,0.82
RP23-312B17.1,1.2,0.942
C730034F03Rik,1.8,0.88
Rnf38,-1.3,0.774
Cep83os,1.5,0.803
Lig4,1.6,0.927
Naglu,0.68,0.698
Gm10837,1.1,0.839
RP23-35F19.3,-0.8,0.965
Sdk1,-0.1,0.996
Adam33,0.3,0.99
Vsig10,0.32,0.989
Mapkbp1,-0.21,0.99
Fignl1,0.78,0.968
Osgin1,-1.6,0.827
Mettl4,-1.7,0.879
RP23-247I1.9,-1.5,0.903
Amacr,0.97,0.744
Acsl1,-0.88,0.69
Pacsin3,-0.73,0.968
Rusc2,1.7,0.843
Dock2,0.66,0.625
RP23-434H14.8,-0.16,0.993
RP23-41I11.9,-1.3,0.932
Slc18b1,-1.1,0.749
RP24-201C14.5,-1.4,0.906
Zfp184,1.8,0.845
Zfp953,-0.39,0.987
Inpp4a,1.3,0.887
Raph1,0.06,0.998
Kdelc1,-1.2,0.828
RP24-155O13.2,-0.79,0.967
RP24-562D16.4,0.26,0.99
RP24-310D17.9,1.2,0.816
Abcc4,-0.88,0.956
Sap130,-1.4,0.879
AC111086.2,1.2,0.932
Rhobtb2,1.5,0.815
RP24-122I22.2,1.7,0.829
RP23-326O2.2,-1.7,0.84
Rab23,-1.6,0.87
Ttr,0.27,0.99
N4bp2,-1.6,0.891
RP23-218A4.8,0.24,0.99
R3hcc1,-1.6,0.881
Acap3,1.6,0.839
Abca2,1.4,0.841
Bud13,-1.3,0.795
Zscan22,-1.1,0.75
Wdr77,0.73,0.686
Trps1,1.7,0.855
Ano7,1.3,0.84
Pogk,1.7,0.827
Lyplal1,-1.3,0.954
Nphp3,1.6,0.887
RP23-314A12.2,1.7,0.869
RP24-547N4.7,-0.5,0.987
Fbxw5,-0.8,0.694
RP23-23B17.2,-0.95,0.964
Ncoa6,1.4,0.776
Cd44,1.4,0.928
RP23-233B9.7,0.94,0.948
Cmtr2,-1.5,0.837
Pcdhb22,-1.6,0.927
RP23-239I17.3,-1.3,0.93
Polg,0.92,0.731
Midn,1.3,0.853
Cenpf,-1.6,0.938
Pou6f1,0.98,0.945
Pigl,-1.4,0.888
Rnf213,1.1,0.759
Icam2,1.6,0.892
Lmnb1,1.1,0.93
Cenpe,-0.24,0.99
RP23-322E20.6,-1.4,0.93
Mettl1,1.4,0.842
Dnajc27,1.2,0.909
1700086O06Rik,0.91,0.954
Col25a1,-0.12,0.994
Sms,1.1,0.819
Dusp23,-1.5,0.881
Sephs1,-0.97,0.74
Pfkm,-1.1,0.923
Fuom,-1.5,0.932
Eif2b3,0.87,0.696
RP23-349B4.7,1.4,0.918
Hhat,-1.6,0.883
Irf7,-1.6,0.865
RP23-410L16.8,0.55,0.973
Cdyl2,-1.9,0.855
Gale,0.42,0.987
Mtmr12,-1.2,0.792
Nme7,-1.3,0.815
Smap2,0.45,0.603
Ahcy,0.78,0.959
RP23-3J16.1,1.2,0.946
Asns,1.3,0.931
RP23-393I12.5,0.73,0.963
Ttl,-1.9,0.841
Fbxw10,-1.8,0.847
Uspl1,-0.84,0.721
Rxrg,-1.7,0.871
RP23-322E23.4,-1,0.945
Bmp1,-1.1,0.942
Pafah2,1.6,0.893
Knstrn,1,0.948
Kif1b,1.1,0.723
RP23-116P18.2,-1.5,0.893
Ppard,1.4,0.849
Fgl2,-1.2,0.761
RP24-344N22.5,-1.6,0.919
Neb,-0.19,0.991
Sbk1,-0.82,0.956
RP23-331E5.10,-0.0056,1
Kctd9,1.5,0.912
Agtpbp1,1.4,0.822
Aph1b,-0.18,0.99
Bcr,-0.33,0.987
RP24-372P19.2,-1,0.942
Zfp647,-1.1,0.942
RP23-13A13.6,0.95,0.943
Ptchd1,-0.95,0.948
Xpo5,-0.87,0.954
Efhd1,-1,0.943
Vipr1,1.5,0.889
Dtx2,-1.3,0.847
Msl1,0.84,0.723
Mturn,-1.2,0.93
RP23-411M4.2,-1.7,0.879
Synj2,-1.2,0.925
Tctn2,-1.5,0.928
RP23-269H21.1,0.85,0.755
RP23-160G19.10,-1.3,0.935
RP23-130C18.2,-0.59,0.979
Mypopos,-1.4,0.892
RP23-70A15.2,0.68,0.968
Tecpr2,0.41,0.987
Galm,-1,0.736
Map7d3,0.28,0.99
Cbx6,1.2,0.886
Ehbp1,-1.6,0.872
Idh2,-0.56,0.615
Polr3g,-1.6,0.829
RP23-102H7.7,-0.24,0.99
Kcnn4,1.5,0.839
Sgip1,-1.1,0.938
Zfp869,0.13,0.993
Tnfsf8,1.8,0.891
Mx1,1.8,0.847
RP23-350F7.3,1.5,0.879
Arvcf,-0.85,0.718
Gm10645,-1.8,0.841
Accs,-0.89,0.708
Klhl21,-2.1,0.847
Spc25,-0.98,0.954
RP23-153M14.4,1.2,0.893
Cep19,-1.5,0.924
Hist1h2ac,-1.8,0.89
Wdr25,0.89,0.959
RP23-122F3.1,-1.6,0.84
Rala,-0.63,0.625
Rexo2,0.57,0.64
Nek4,-1.2,0.822
Slc9a7,-1.4,0.883
Ropn1l,1.5,0.889
Uhrf1bp1,1.4,0.812
Ankrd9,0.62,0.978
Fntb,-1.1,0.927
Mospd1,-1.1,0.748
Kdm4b,-1.3,0.829
RP23-17N7.4,1.2,0.94
RP23-324E2.11,-1.3,0.858
RP24-161C20.4,-0.24,0.99
Slc1a4,-1.8,0.84
Asb10,-1.4,0.821
Syne1,0.4,0.987
AC161792.1,0.25,0.99
Ears2,-1.6,0.806
Flt1,-0.21,0.992
RP24-122D14.3,1.5,0.884
Vangl2,-1.4,0.89
RP23-406J21.4,1.5,0.841
RP23-308M1.1,-1.5,0.924
Zmynd15,-1.3,0.92
RP24-209I7.2,-1.7,0.911
Slfn10-ps,-1.1,0.944
RP23-286M3.5,1.1,0.938
Zbtb41,1.7,0.853
RP24-260D21.1,-0.69,0.973
Ubtd2,-1.1,0.947
Rbak,1.1,0.793
Emilin1,-0.5,0.978
G0s2,0.94,0.956
RP24-98A23.3,-1.1,0.93
RP23-264J18.3,1.1,0.829
Abcb9,0.053,0.998
Iars2,1.2,0.736
Xlr4b,-1.6,0.874
RP23-380F8.1,-0.14,0.993
Axl,-2.4,0.823
RP23-291I2.1,-0.8,0.959
Catsper2,-0.52,0.979
Chac2,-1.4,0.822
RP23-168F21.4,-1.5,0.841
Grk4,-0.25,0.99
Slc35d1,-1.5,0.881
RP23-293I7.4,-0.78,0.964
RP23-323H18.2,-1.1,0.932
Fbxl8,-0.8,0.961
RP23-164N7.3,1.4,0.924
Caprin2,0.31,0.989
Wdr76,-1.5,0.879
Cage1,1.5,0.895
Spic,-0.12,0.994
RP23-204A8.1,1.1,0.935
Mex3b,-1.5,0.879
RP23-197O15.5,-1,0.93
Zfp934,-1.4,0.855
Gatsl2,1.1,0.941
Gbp8,-0.21,0.99
AC133097.2,-0.65,0.977
RP23-192G18.7,-1.1,0.942
Zfp691,1.7,0.814
Adam3,-0.49,0.978
RP23-228F6.9,0.29,0.99
RP23-106I21.5,0.34,0.987
Sept1,-0.022,0.999
Fchsd1,-0.25,0.99
RP23-220C16.2,1.1,0.841
Zfp964,-1.3,0.928
Calr,0.46,0.598
Ric1,-1.2,0.92
RP23-306B14.2,-0.25,0.99
Zscan20,-0.23,0.99
Rnase12,-0.91,0.949
Shtn1,-0.16,0.992
AC121845.3,0.64,0.972
Spaca1,-0.38,0.987
Ank2,0.76,0.725
Grm3,-0.76,0.959
Fam188b,-0.72,0.964
Agt,-2.2,0.92
Spns3,-1.2,0.806
Usp25,0.75,0.687
Rev3l,0.86,0.96
Lysmd2,-0.1,0.994
Carf,1,0.943
Plekhh3,1.5,0.858
Zxdb,1.6,0.829
Lgals3,-4.4,0.922
2700012I20Rik,-0.45,0.987
RP23-213N8.2,0.5,0.98
Swsap1,-0.086,0.997
Rad51ap1,-1.2,0.937
Ly6g6e,-1.4,0.893
Prr5l,-1.6,0.891
Eya3,-1.5,0.892
Pot1b,-1.6,0.884
RP23-360H6.2,1.5,0.896
Zfp619,-0.72,0.961
Plbd1,2.1,0.934
RP23-34E23.1,1.2,0.924
Irf3,-0.68,0.669
Wdr45b,-0.48,0.625
Ddit4,0.89,0.93
Msh5,1.2,0.927
Rassf1,0.72,0.666
RP23-380F8.2,1.3,0.816
Lgals9,-0.51,0.577
Rasgrp4,1.2,0.886
Sh2d1b1,0.91,0.959
E2f1,0.0037,1
Vim,-2,0.879
Pdpr,-0.56,0.977
RP24-501J23.1,-0.0037,1
Jag2,1.2,0.918
RP23-312B17.2,0.69,0.965
Wars2,-1.6,0.874
Otud3,-1.3,0.921
Snapc4,-1.4,0.857
Gemin8,1.3,0.925
Bhlhe40,-0.28,0.99
Ppp1r8,-1.2,0.803
RP23-109C16.3,-0.054,0.997
Cmpk1,-0.68,0.653
Fadd,-1,0.778
Ybx1,0.46,0.625
RP23-249P4.1,1,0.943
RP23-241N10.1,0.96,0.936
RP24-416M6.1,0.18,0.99
Asah2,1.1,0.93
RP24-459P6.1,1.2,0.906
Asl,-0.99,0.924
Gm10478,0.19,0.99
Svip,-1.4,0.823
Npat,1.5,0.791
Smarcc2,-0.92,0.74
Cfap126,0.38,0.987
RP24-500I24.6,0.36,0.987
Aph1c,0.98,0.93
Wdr33,0.74,0.696
Slc25a23,-0.39,0.987
Ccdc6,1.2,0.825
Ttpal,-1.2,0.796
AC156992.2,0.64,0.967
Lgi4,0.11,0.994
Hspbap1,-1.2,0.751
RP23-230I5.2,1.3,0.864
Wfs1,-1.5,0.9
Ccl27a,-0.98,0.932
Flt3l,-1.3,0.909
Cacna1a,1.1,0.934
Clec4n,-2.3,0.792
Zfp759,-1.6,0.867
Plekhm1,-1.2,0.834
AC074312.5,0.66,0.964
RP24-163M14.6,-1.4,0.891
Sntb2,0.85,0.948
RP23-33O7.1,1,0.712
Arid1b,-1.1,0.778
RP23-291L24.7,-1.2,0.927
Stag3,0.82,0.959
RP23-432N1.7,-0.47,0.982
Dfna5,-1.3,0.816
RP23-151C6.7,-0.15,0.993
Ccdc18,0.87,0.959
Apbb2,1.1,0.745
Adat1,-0.47,0.977
Bik,1.6,0.853
Mtor,-1.7,0.837
Scrn2,-1.4,0.847
B3galt4,-1.1,0.907
Gm9843,0.75,0.739
Dus4l,-1.2,0.924
Nup133,0.95,0.74
Kif16b,1.1,0.809
Dnlz,0.77,0.698
RP23-338P12.2,0.21,0.99
Vamp2,-1.1,0.845
Magee1,-1.4,0.829
Hspb6,0.81,0.964
Pcsk4,0.35,0.987
Ksr1,-1.3,0.891
Cep131,0.041,0.998
Mir17hg,1,0.943
Afap1,-0.41,0.987
H3f3a,0.65,0.666
Klhl42,-1.3,0.826
Tmem202,1.2,0.924
RP24-374M24.2,0.67,0.967
Tmod1,-1.3,0.884
WI1-2736D10.2,-1.5,0.879
St8sia6,1.5,0.831
Rab42,1.6,0.867
Parp3,1.4,0.816
Ctdsp1,-0.62,0.96
Slc22a5,-1.2,0.871
Insig1,1.3,0.829
Dctd,-1.8,0.907
Pi4k2b,1.3,0.901
Pex11a,-1.3,0.829
Ccdc28a,-1.2,0.797
RP24-359O2.5,-1.2,0.914
Dip2c,-1.4,0.878
Bace1,-0.32,0.987
Il27,-1.5,0.853
Psmb7,1.1,0.822
Ifit1,-1.7,0.878
Dusp10,-1.3,0.915
Hebp1,0.84,0.932
RP24-282C4.9,1,0.934
Bsdc1,-0.93,0.735
Clec16a,0.58,0.977
Tpmt,0.6,0.984
Camta1,0.73,0.704
Kdm5d,0.61,0.964
RP23-438P19.11,0.024,0.999
Tmem183a,-0.86,0.713
RP24-416M6.5,-0.82,0.953
Gm26637,1.1,0.904
Epm2a,1.2,0.923
Tmem14a,-1.4,0.881
Itgax,1.7,0.93
Elp6,-1.5,0.878
Htatsf1,-0.72,0.696
Cstf3,0.82,0.718
Pcdhgb4,-0.36,0.987
Large,1.4,0.782
Inf2,-0.36,0.987
B230354K17Rik,-1.6,0.841
Dgkq,-0.82,0.951
Arl15,-1.3,0.829
RP23-333A18.2,-0.13,0.993
Rab7b,-0.36,0.99
RP23-445K23.5,0.7,0.959
Exoc2,-0.97,0.707
Ifi213,-0.029,0.999
Gba,0.52,0.62
Pacsin1,0.62,0.959
Tex14,-0.079,0.997
Cmss1,-0.81,0.938
Cryab,-2.7,0.868
AC123686.3,0.57,0.971
Macrod1,1.1,0.861
Ptpn4,1.2,0.92
Pcnxl3,1.1,0.799
Cdc42bpa,1.1,0.945
Fcna,0.53,0.987
Cd69,1.4,0.925
Smo,-1.2,0.879
RP24-406I15.3,-1.6,0.84
Ptgs2,1.6,0.889
Ino80,1.4,0.858
Cenpj,0.34,0.987
Intu,0.52,0.978
Cd63-ps,0.82,0.734
Kifc3,-0.99,0.949
Emd,-1.1,0.81
Ciao1,-0.81,0.714
Gadl1,-1.1,0.935
Apod,-1.3,0.946
Fdft1,-1.3,0.857
Ogfod1,1.3,0.896
Brms1l,-1.1,0.761
Mrpl9,-0.81,0.719
Usp31,1.3,0.906
Zfp219,0.7,0.95
Hyal1,1.1,0.761
Acvrl1,-1.2,0.769
RP24-500I24.3,1,0.943
Itpripl1,0.99,0.748
RP23-13C17.6,0.35,0.987
Dnaaf5,-1.2,0.875
RP23-232M10.1,-1.4,0.84
Setd7,-1.3,0.906
Kdm8,-0.66,0.965
Tcaf1,-1.5,0.864
Ccl8,-5.7,0.918
Nup43,-1.4,0.776
Gfpt1,1,0.761
Pex11g,-1.2,0.864
Angptl6,-1.3,0.917
Phka1,1.4,0.828
Zfp668,1.2,0.853
Tmem107,-1,0.939
RP23-189L19.4,0.99,0.863
Zfp169,-0.97,0.936
Nrarp,-0.86,0.956
Lin52,-0.84,0.748
Dip2a,-1,0.94
Ints2,1.2,0.906
RP23-379H6.3,-1.6,0.864
Klhl12,-1.5,0.832
Ypel2,1.3,0.806
RP23-209N14.4,-0.48,0.986
RP23-463F22.3,-0.9,0.934
RP24-94A19.4,-1.5,0.871
Cand2,-0.45,0.986
Ndst1,1.3,0.856
Jmy,0.86,0.949
AC157561.9,-0.38,0.987
Rhbdf2,1.3,0.816
Ctdp1,-0.97,0.733
Zfp382,0.45,0.985
RP23-357D17.3,0.49,0.977
RP23-434H14.7,-0.88,0.948
Nlrp1a,-0.99,0.93
Gm26910,-1.1,0.853
RP23-252O5.3,0.22,0.99
Kdm4a,1.1,0.895
Agmo,-0.74,0.656
Qpct,3.2,0.937
Stap1,-0.93,0.944
Nek1,-1.3,0.909
RP23-27B23.7,0.45,0.985
Mterf1b,0.29,0.987
Psme4,1.1,0.764
Ptcd3,-1.1,0.815
RP23-402K12.2,1.6,0.878
Pla2g2d,-1.8,0.896
Epb41l4aos,1.2,0.887
Nfkbil1,0.46,0.968
Nudt14,-0.9,0.725
L3hypdh,-0.19,0.992
Rps11-ps1,-0.11,0.993
Uty,-0.3,0.987
Rnf185,-0.88,0.696
B4galt5,1,0.896
Snora31,-1.1,0.869
RP24-374M24.1,0.34,0.987
Mars2,-0.53,0.977
Bloc1s6os,1.4,0.889
Spata7,1,0.943
Polk,1.2,0.814
Ubox5,-1.5,0.839
Ahctf1,1.2,0.806
Pla2g15,-0.54,0.616
Treml2,0.55,0.977
Phkg1,0.34,0.987
Ift140,0.63,0.962
RP24-409N2.1,0.97,0.885
Stamos,0.29,0.988
Nfyb,0.84,0.706
Setd1a,-0.44,0.969
Ccnyl1,-1.1,0.915
Trp53inp2,-0.3,0.988
Tlr5,0.95,0.939
Pold4,0.77,0.734
Atp5d,0.49,0.625
Hist1h4c,-1.4,0.887
Exoc8,-1.2,0.846
Arl6ip5,-1,0.879
Ttll4,1.3,0.841
Gins3,-1.4,0.878
Samd10,-0.27,0.99
Rgs11,0.67,0.964
Prkdc,1.3,0.928
Tmigd3,-0.45,0.987
AC114920.2,0.73,0.666
Plxnb3,1.5,0.832
Smg5,-1.3,0.815
Igf1,1.6,0.881
Mesdc1,0.77,0.932
Klhdc1,-1.3,0.827
Oscp1,-1.3,0.84
Rps2-ps10,0.96,0.86
RP24-414A22.1,-0.6,0.97
Dennd2a,-1,0.896
Pdcl,0.89,0.726
Map3k20,1.2,0.903
Rnf24,0.28,0.987
Tubgcp6,-1,0.943
Epn1,1,0.869
Usp12,0.93,0.74
Ptpn9,-1.1,0.86
Zfp30,-1.4,0.84
Arrb1,1.3,0.84
Atr,-1.4,0.816
RP23-392I2.3,0.98,0.924
Plk4,0.78,0.953
Amigo1,-1.1,0.928
Notch4,-1.1,0.938
Ugcg,-0.92,0.748
S100a6,-0.52,0.989
Fas,-0.18,0.99
RP23-175C13.3,-1,0.917
Ercc6,1.1,0.93
Rhobtb1,-0.73,0.722
RP24-467O4.1,-0.84,0.93
Nutf2-ps1,0.95,0.853
Ccdc62,-1,0.931
Neil1,-1.5,0.816
AC162528.2,-0.5,0.968
RP23-183D11.6,-0.34,0.987
Cmya5,-1.6,0.85
CAAA01118383.1,1.3,0.843
Dcbld2,-0.42,0.986
Ppp1r9b,1.1,0.81
Lyve1,-0.87,0.979
Rqcd1,-1.2,0.815
RP23-152B12.1,1.1,0.923
RP24-113L10.2,-1.4,0.879
RP23-403O11.1,0.96,0.772
RP23-388H13.4,0.99,0.769
Zfp11,-1.1,0.938
Sqle,-0.93,0.947
A330069E16Rik,-1.1,0.923
Bicdl1,0.65,0.953
RP24-140D11.6,-0.19,0.99
Msrb1,0.93,0.899
RP24-550H10.3,-1.2,0.825
Wdr34,-1.2,0.891
Mettl5os,-0.023,0.999
AC122462.1,0.56,0.98
Itsn1,-1.2,0.881
Eef1kmt4,-1.2,0.819
Eif2s3y,0.14,0.993
Ubald2,0.91,0.787
Lilr4b,0.38,0.99
RP23-3F1.8,-0.34,0.987
Ddx3y,-0.0016,1
Bnip3,0.63,0.653
Rpgr,-0.9,0.939
Oxnad1,-1.2,0.917
Phlpp1,1.4,0.879
Rbbp8,-0.88,0.944
Taf15,1.1,0.774
Tmem120b,-1.2,0.84
Kbtbd8,0.52,0.977
Gm20939,0.4,0.98
RP23-258M15.1,0.6,0.959
RP23-351K4.4,-1.2,0.887
Gtf3c4,1.1,0.755
Zfp865,0.96,0.927
Trp53i11,-1.1,0.861
9930111J21Rik2,-1.2,0.804
Vapb,1.1,0.861
Abhd2,-0.12,0.993
Ccdc14,1,0.933
Dynlt1c,-0.88,0.905
Atp5l,0.99,0.853
Dhx38,1.1,0.758
Zfp354b,-1.2,0.903
RP23-296J10.4,0.18,0.99
Tsacc,0.7,0.948
Mob1b,-1.5,0.822
Acly,-0.68,0.646
Shmt2,0.96,0.806
S100a11,1.2,0.879
Sptbn1,0.8,0.955
Nup155,-1.4,0.882
Zbtb7b,-0.64,0.95
Prim1,-1.1,0.955
Trmt5,-1.1,0.806
Pold1,-1.3,0.864
Cacna1d,1,0.806
Cnn3,-0.62,0.986
Mknk1,-0.53,0.631
Aoah,0.19,0.99
Egfl7,-1.1,0.928
Polrmt,-1.5,0.842
Gpr34,-0.55,0.534
Acss2,-0.81,0.956
Psmd11,-0.49,0.638
Sh3pxd2a,1,0.851
Spata5,-0.96,0.755
Epg5,0.9,0.939
Cyp4f18,0.39,0.987
Arrdc4,0.81,0.698
Gins2,-0.99,0.944
Ctnna1,0.66,0.68
AC113029.6,-0.84,0.964
Zfp442,-0.72,0.961
Mocs3,-0.49,0.968
Crebl2,-0.48,0.977
Dusp18,-0.98,0.938
Ccnk,-0.38,0.985
Nfatc2,1,0.769
