gene_name,logFC,adj.P.Val
Bcr,-1.8,0.87
AC157584.1,-0.85,0.954
Etohi1,1.2,0.933
Zfp791,-1.8,0.823
AC159257.5,-0.91,0.66
RP24-234J3.2,1.1,0.696
Traf1,-0.45,0.982
Gm10642,-1.9,0.844
Zfp442,-2.1,0.848
Pmaip1,0.96,0.617
RP23-307F3.6,0.2,0.99
Lig4,-2.2,0.87
Klra2,-0.79,0.96
RP23-149A1.6,1.3,0.932
Oas1c,-0.69,0.97
Galns,1.1,0.69
Msra,0.93,0.644
Myom1,-2,0.832
Tulp3,-1.4,0.794
Aspa,0.5,0.981
Ranbp3l,-0.54,0.976
RP23-157G2.2,0.49,0.98
F830016B08Rik,-1.8,0.859
Mmp12,2.3,0.95
Chst10,1.9,0.87
Nipsnap1,1.5,0.906
Ccl27a,1.7,0.854
Vstm4,-0.32,0.988
Spaca1,1.8,0.897
Trappc5,-0.83,0.613
Gid4,1.4,0.762
RP23-167C5.1,-2.1,0.822
Rptoros,0.82,0.963
RP24-155O13.2,1.3,0.941
Ctsw,1.3,0.942
Rps27rt,1.1,0.748
AC112984.2,1.1,0.945
Timd4,1.8,0.908
Lin9,-1.4,0.733
Zmynd15,1.9,0.859
Tbc1d12,1.9,0.81
Cyr61,-0.69,0.986
Megf9,-2,0.827
Trappc11,-0.83,0.621
RP23-168E14.4,-2,0.885
Smim24,1.8,0.885
RP23-117H14.1,1.8,0.907
Rprd1a,0.94,0.949
RP24-142B15.8,0.8,0.96
Susd1,1.5,0.908
Opn3,0.66,0.972
RP23-389F23.3,-0.94,0.952
Tmem47,1.5,0.922
Slamf6,0.79,0.576
Gm26857,1.8,0.895
Myo10,-1.7,0.833
Lrp5,0.48,0.975
RP23-286M3.5,-1.7,0.886
Usp54,-1.8,0.877
Spats2l,1.1,0.945
Lsg1,1.1,0.65
Fancc,1.7,0.795
Rab33b,-1,0.664
Cenpu,0.66,0.973
RP23-184M4.4,1.7,0.906
Crocc,1.2,0.942
1110020A21Rik,-1,0.953
Ric1,1.8,0.855
Dnal1,-1.6,0.904
Lrrc8b,1.3,0.941
Ncapg2,-1.3,0.941
Mphosph9,1.7,0.773
Dnm3,1.7,0.898
Plekhf1,0.85,0.956
Sox9,1.8,0.903
RP23-239I17.1,0.72,0.961
AC127594.2,1.5,0.894
Crtc1,-0.22,0.99
RP23-156A3.2,0.48,0.976
Tmem81,0.66,0.968
Fgf11,1.1,0.933
RP23-337O1.3,2.4,0.843
Ccar2,-1,0.681
Slc37a1,-1.9,0.888
Fxyd1,0.56,0.975
Vamp1,1.1,0.943
RP23-71E4.2,0.25,0.99
Cenpj,-1.9,0.875
RP23-192P10.3,-0.019,0.999
RP23-293I7.7,0.36,0.987
RP24-473A18.2,-1.4,0.913
Intu,-1.7,0.884
RP23-46L5.1,-1.8,0.808
RP23-278O17.1,-0.79,0.957
Timp4,0.6,0.975
Abcc4,-1.7,0.882
Rdh5,-1.6,0.821
Olfr111,1.9,0.859
Rusc1,1.9,0.762
Sfmbt2,1.4,0.92
Cenpn,0.26,0.99
AC161792.1,-1.6,0.898
Zc3h12b,-0.61,0.973
Eri2,1.7,0.823
Taf9b,-1.4,0.742
RP24-123J3.1,0.77,0.958
Snx29,-0.74,0.557
Pcp4l1,1.2,0.943
RP23-310L8.1,0.63,0.968
Ciita,-1,0.945
Lck,0.01,0.999
Omg,0.7,0.973
Gm26711,-1.8,0.866
Samd10,2,0.866
Fosl2,-1.6,0.785
Gcat,1.1,0.934
Fuom,2,0.894
RP24-372N16.1,-0.5,0.976
Gbp5,-1.7,0.832
Mettl1,-1.5,0.808
Bsn,1.6,0.884
RP24-81A5.3,-1.4,0.908
Grm3,1.4,0.922
Aqp4,-1,0.945
Pan3,-1.2,0.654
Ntrk3,-1,0.945
Pfdn4,-0.85,0.608
RP23-128C4.4,1.8,0.843
Abcb9,1.3,0.913
Dyrk3,-1.1,0.942
Cd24a,-1.5,0.919
AC102077.1,0.99,0.663
H2-T24,1.7,0.833
Aurka,-1.3,0.933
Lekr1,-1,0.943
Recql5,1.5,0.85
Spef2,-1.3,0.933
Setmar,-1.8,0.823
RP23-130C18.1,-1.8,0.849
Caprin2,1.2,0.941
Kynu,-1.6,0.925
RP23-17J18.2,-0.2,0.99
RP23-7M16.2,-1.2,0.941
Map1b,1.2,0.928
Clec4a1,1.4,0.78
Lin52,0.95,0.683
RP23-18J12.1,-0.41,0.98
RP24-309H3.4,-1.2,0.943
Tarsl2,-0.91,0.949
Zfp362,-1.6,0.8
Gabarapl1,-0.81,0.634
Zkscan8,1.8,0.765
Fam160b2,-1.4,0.774
RP23-16D16.13,1.4,0.926
RP24-144G20.2,1.1,0.949
Arrb1,-1.6,0.781
Klrk1,0.76,0.964
Fam71a,0.93,0.951
Dvl2,1.3,0.757
Mospd1,1.2,0.685
Tpm1,1.3,0.729
Zfp472,1.3,0.734
Ubn2,-0.89,0.608
Plgrkt,0.57,0.531
Thg1l,-1.4,0.907
Zfp386,1,0.616
Luzp2,1.5,0.913
Car2,3.7,0.914
Cspg5,1.8,0.859
Slc4a4,-1.5,0.922
Blm,-1.7,0.861
Arhgap27os3,-1.8,0.895
Nupr1l,0.8,0.964
Gm26910,1.3,0.801
Ncam1,-0.23,0.989
Atp8b2,1.9,0.857
Zfp512b,-1.8,0.892
Marf1,-1.6,0.799
Tmem183a,0.92,0.629
Itih3,-0.037,0.998
Zfp14,1.9,0.852
Crip2,1.6,0.92
Gsn,-1.8,0.775
Tsix,-0.72,0.955
Gm26669,-1.3,0.854
Patz1,-1,0.658
Nexn,-1.6,0.81
Mapt,-0.44,0.98
RP23-352D23.1,-0.59,0.966
Tmcc1,-1.2,0.695
Galnt6,0.42,0.981
Pecam1,1.5,0.855
Cep128,0.33,0.986
Nudt21,-1,0.722
Fbxo44,0.53,0.978
RP23-130C18.2,1.4,0.922
Ipmk,1,0.659
RP23-312B17.1,1.7,0.887
RP23-314A12.2,-1.8,0.866
Nim1k,0.69,0.966
Mfsd9,0.78,0.961
Anxa9,0.19,0.99
Arhgef9,0.52,0.972
Mief1,1.6,0.813
RP23-17N7.4,2,0.864
Acsl6,1.5,0.925
Car9,1,0.955
RP24-448D10.1,-0.13,0.993
Ttll12,-1.4,0.807
RP24-88J19.4,1.7,0.877
Kif1a,2,0.843
Nus1,-1.5,0.706
RP23-355K21.4,-0.56,0.975
Sell,0.78,0.962
Cacna1a,1.8,0.862
Rnf24,-1.6,0.855
Cyb5rl,1.7,0.85
Gsta4,-1.4,0.936
Cpeb3,-1.1,0.941
Spic,1.1,0.945
RP23-16N14.5,-1.7,0.855
Gtf2h4,1.8,0.797
RP24-328P2.5,1.8,0.859
Phtf1os,-1.4,0.924
Tiam1,-2,0.823
Fermt2,-0.2,0.99
Fam181b,-0.16,0.991
Ube2l6,0.87,0.65
Heatr5a,-1.1,0.624
Atf7,-1.2,0.711
Enkd1,-1.2,0.933
Zfp60,1.6,0.822
RP24-360B3.1,-1.1,0.932
Efhd1,0.44,0.98
RP23-375N21.1,0.95,0.953
Arfip2,-1.4,0.849
Nkg7,-0.29,0.993
Lonrf1,-0.93,0.945
Socs5,1.5,0.807
Tmem220,0.34,0.984
RP24-372I24.4,1.3,0.942
Zfp952,-1.4,0.757
RP23-365E22.1,1.8,0.861
RP23-164N7.3,-1.8,0.88
AC157667.1,1.1,0.942
RP24-266E2.1,-0.068,0.995
Catsperg1,0.17,0.99
Ccnc,0.94,0.644
Mapkbp1,0.8,0.956
Pak4,1.4,0.799
RP23-25N17.6,0.8,0.96
Kdm4a,-1.5,0.833
Zfp821,1.9,0.843
Lrrc8a,-1.6,0.805
Twsg1,-1.6,0.918
Drg2,-0.78,0.616
RP23-230I5.2,-1.5,0.87
Sh3pxd2b,-0.94,0.951
Slc29a3,-0.88,0.531
Tnip3,-1.6,0.913
Rapgef4,-1.6,0.887
Cmtr2,1.5,0.8
Pcdhga2,-0.42,0.981
Rad54l,-0.26,0.989
RP24-194N1.2,-0.49,0.978
Mblac2,1.9,0.805
Gclc,-0.86,0.61
Cnn3,2.4,0.9
RP24-281E19.1,0.87,0.96
Kctd12,-1,0.491
Oplah,-1.5,0.865
AC139064.2,1.9,0.898
Nap1l5,-0.31,0.987
Cpeb4,-1.5,0.764
Fgd6,-1,0.947
RP24-281E22.3,-0.12,0.993
Spred2,0.0024,1
Tmem41b,-0.72,0.623
Vps37c,1.1,0.707
RP23-151N19.6,1.5,0.848
Pex11g,-1.5,0.822
Tmem267,-0.62,0.972
Ankrd28,-2,0.855
Atp1b2,-1.4,0.913
Lamtor1,0.54,0.512
Ccdc171,-1.6,0.829
Knstrn,0.88,0.954
RP24-354I16.2,-8e-4,1
Vsig10,0.72,0.962
Epm2a,-1.7,0.865
Mon1b,-1.3,0.78
Lyve1,-3.1,0.866
Racgap1,0.8,0.962
Rgs12,-0.78,0.96
Hlf,-1.7,0.81
RP24-378J8.2,0.19,0.99
Fcna,-2.4,0.885
Dusp10,1.6,0.879
Bbs1,-0.21,0.99
RP23-469H5.2,1.7,0.879
Cldn10,1.7,0.941
Cxxc5,-0.44,0.503
Fam63a,1.4,0.751
Ccdc88b,-0.98,0.617
Slc25a18,-1.2,0.936
RP24-91G8.4,-0.7,0.961
AC084109.5,-0.74,0.96
Fez2,-0.46,0.492
Scly,1.4,0.774
Gzf1,1.4,0.757
Armcx3,1.2,0.81
Iqce,1.3,0.793
Dip2a,1.6,0.906
4930518I15Rik,0.45,0.976
Shtn1,-1.2,0.937
Wipi1,1.2,0.913
AC124550.2,-0.27,0.987
Syt3,1.4,0.859
Pou5f2,0.66,0.964
RP23-15K13.2,-0.53,0.974
Ptch1,-1.8,0.817
Rab39,-0.78,0.604
Bace1,1.4,0.875
Zfp953,1.1,0.941
Amigo1,-1.6,0.882
Pgm2l1,-2,0.806
Rev3l,-1.8,0.886
RP23-102H7.7,-0.8,0.953
Phb,0.8,0.62
Zfp384,0.79,0.641
Adcy9,-1.9,0.807
Ttbk2,-1.8,0.821
Prkcq,-1.2,0.941
Ndrg2,1.9,0.788
Blmh,0.88,0.619
RP23-438P19.11,-1.2,0.942
Ankrd24,-1.4,0.855
Gale,-0.97,0.945
Cand2,-1.7,0.892
Irf4,0.48,0.977
RP23-432N1.7,-1.5,0.892
Rad54l2,-1.2,0.916
RP23-338P12.2,-1.2,0.924
Emb,0.74,0.963
Tbc1d10c,-1.8,0.878
RP24-157O12.2,1.8,0.87
Hist2h4,1.5,0.843
Prkci,1.3,0.733
Epn1,-1.3,0.808
Zfp874b,-1.7,0.815
Rita1,1.7,0.859
Zfp3,-1.6,0.823
Birc5,0.94,0.956
RP24-69M4.4,-0.53,0.975
Sh2d1b1,0.65,0.972
Mms22l,1.6,0.862
Tecpr2,-0.56,0.972
RP23-3M10.5,0.37,0.982
GRp18,-0.43,0.98
Kdm3b,-0.82,0.621
RP24-562D16.4,-0.83,0.954
Lgi4,-0.018,0.999
RP23-459L15.8,-0.93,0.945
RP23-372N15.4,-1.1,0.941
Zfp408,1.5,0.877
P3h4,1.6,0.903
RP24-201D17.2,-0.22,0.989
RP23-451A12.1,-0.98,0.945
Bckdhb,1.2,0.751
RP23-408A1.2,0.4,0.981
Akip1,0.86,0.608
Hps1,1.3,0.67
RP23-434H14.8,-0.059,0.996
Ptprz1,0.79,0.961
Rassf1,-0.79,0.592
Pmm1,1.5,0.743
Hist1h4c,1.8,0.839
Rel,-0.75,0.582
Snord72,-1.2,0.921
Aph1b,0.87,0.949
Nif3l1,1.6,0.741
RP23-423G13.11,1.7,0.887
Ttc37,-1.8,0.794
Gpr19,0.94,0.952
RP23-428L14.1,-1.2,0.822
Cdk18,0.22,0.989
Ccdc18,-1.8,0.886
RP24-545B2.2,-1.3,0.868
Sec22c,-1,0.942
WI1-1616M8.2,1.8,0.818
RP24-359O2.5,1.5,0.886
Gstcd,1.5,0.883
Zkscan5,-2,0.832
Llgl2,-0.85,0.95
Pygb,-1.4,0.823
Ago4,-1.6,0.788
RP24-417N13.7,1.6,0.886
Ezh2,-1.7,0.874
RP23-317F9.2,1.7,0.892
Tmem198b,1.7,0.849
Kifc3,-1.8,0.886
Mmp23,-0.57,0.973
AC133097.2,-0.067,0.996
RP23-386A10.2,1.2,0.772
Zc3h4,-1.5,0.739
Cd44,1.3,0.929
Sh3bp2,-1.2,0.737
Cblb,1.5,0.854
Slamf7,1.9,0.881
AC123679.2,1.5,0.808
Agbl5,-1.4,0.85
Pfkm,0.62,0.954
Thra,1.5,0.855
Cbx5,-1.7,0.757
Fas,-1.6,0.897
Abat,-1.2,0.933
RP23-323H18.2,1.1,0.941
Sipa1l3,0.88,0.939
Pafah2,-1.7,0.862
Tgif2,1.1,0.736
Pacsin3,-0.79,0.954
Zc3h12a,-1.1,0.757
Vopp1,1.6,0.824
Ednrb,1.1,0.954
RP23-124N16.6,-1.5,0.918
Zfp319,-1.6,0.797
RP23-44N5.4,-0.99,0.946
Htra1,-2.3,0.868
Rpgrip1,1.7,0.856
Zfp784,1.4,0.888
Itga4,-0.15,0.99
Ackr3,-0.16,0.991
RP23-261M19.4,-1.6,0.833
Sesn2,1.8,0.859
Zfp72,0.95,0.945
Fntb,1.3,0.897
Fgf13,1.2,0.718
Aldh1a1,-1.4,0.923
Rpp25l,1.1,0.663
Hspa4l,1.9,0.865
RP24-142B15.4,1.7,0.824
AC074312.5,0.81,0.951
RP23-124L1.10,1.4,0.894
Sema6d,0.87,0.943
Zadh2,2.2,0.849
Cenpf,-0.043,0.998
RP24-132G6.4,0.76,0.954
Zswim3,-0.12,0.992
RP24-341K21.6,-1.6,0.87
Shroom1,-1.6,0.823
RP24-535E21.4,-0.28,0.986
Zfp874a,1.9,0.831
Thada,-1,0.697
RP24-428N8.5,1.9,0.843
RP23-293K21.2,-1.6,0.879
Rasl2-9,1.6,0.854
Cic,-1.3,0.83
Thap8,1.5,0.882
RP23-434H14.7,-1.6,0.881
RP23-435G20.3,1.8,0.856
Pdss1,-1.8,0.86
RP23-384K11.6,1.3,0.88
RP24-352B14.1,1.1,0.842
Slc39a12,-1.3,0.743
RP24-271M20.4,-1.2,0.7
RP23-471B6.6,0.081,0.993
RP23-316L10.3,-1.7,0.897
Pla2g12a,0.8,0.614
RP23-335C9.1,1.2,0.923
RP23-145N17.1,-1.7,0.792
Mmp11,1.1,0.933
RP23-393C3.4,-1.5,0.859
Nphp3,1.5,0.873
Prrg2,1.3,0.801
1700086O06Rik,-0.045,0.997
Pde8a,-1.5,0.825
Micall1,-1.4,0.916
RP23-13A13.6,-0.91,0.942
Dpy19l3,0.046,0.997
RP24-374M24.2,0.41,0.981
Slc7a10,-0.59,0.972
Jmy,-1.6,0.882
Gm26734,1.3,0.919
RP24-378G4.6,1,0.945
Zbed4,-0.9,0.949
Gsto2,0.13,0.991
Pltp,1.6,0.814
RP24-152H15.3,-1.5,0.866
Gpr37l1,2.4,0.929
Kat6b,-1.6,0.806
Trerf1,0.7,0.956
Ccdc80,-0.62,0.96
Ptn,-3,0.854
Malt1,1.2,0.757
RP23-451C8.1,-0.22,0.989
Kctd18,-1.1,0.737
Spryd3,-1.2,0.81
Fmo5,0.92,0.676
Pdxdc1,0.84,0.62
Hebp1,1.2,0.88
RP23-417P22.3,-0.88,0.953
Msi2,-1.6,0.792
Slc35e2,1.5,0.895
Ubtd2,0.045,0.997
Nnt,1.3,0.926
Ybey,-0.023,0.998
RP23-312B17.2,-0.014,0.999
RP23-438D7.4,-1.2,0.815
RP24-260D21.1,0.3,0.987
Carf,-1.4,0.911
Mvd,1.5,0.788
Pias2,0.91,0.634
Timm21,0.89,0.614
Sptbn1,-1.7,0.882
Msh5,-1.3,0.906
RP24-511J14.2,0.15,0.99
Zmynd8,-0.75,0.614
Cd209b,2.4,0.945
Aoah,-1.5,0.888
Tmem38a,1.3,0.914
Setd1a,0.99,0.911
Lmnb1,0.45,0.973
RP23-20K24.9,0.75,0.952
Slc16a9,-1,0.933
RP23-1I17.2,-1.5,0.897
Cep104,1.7,0.848
RP24-258K6.2,-0.12,0.992
Sardh,1.3,0.914
Rnf17,1.7,0.866
RP23-70A15.2,-0.65,0.961
Asns,-0.04,0.997
Plk4,0.27,0.987
Gm10478,-0.075,0.994
RP23-402K12.2,-1.9,0.833
RP23-6I17.1,-1.5,0.917
Pcdhgb4,1.2,0.913
Kdm8,0.8,0.953
RP24-289J12.1,1.6,0.878
RP23-328F3.4,-0.87,0.949
Urb1,-0.047,0.997
Zfp568,-1.3,0.938
Phlpp2,0.52,0.971
RP23-175C13.3,1.4,0.833
Hsf2bp,-1.3,0.91
Uprt,0.17,0.99
Rpgr,1.4,0.884
Mgl2,2.4,0.941
Pcnt,-0.99,0.67
Sorbs1,-0.85,0.96
AC116151.2,1,0.941
Pa2g4,-0.92,0.652
Dus4l,1.3,0.904
Atad2,1.3,0.76
Tfcp2,1.7,0.808
Hibch,1.6,0.768
Lamtor4,0.65,0.586
Sgcb,0.83,0.605
RP23-419P16.7,-0.39,0.981
RP23-26N21.2,0.58,0.971
Gmeb2,1.2,0.886
RP23-403P3.1,1,0.941
RP24-374M24.1,0.0082,0.999
Sult6b1,0.58,0.966
Xylb,1.3,0.85
Map2k6,-1.3,0.831
Sdhaf3,1.6,0.801
Lrp4,-1.1,0.937
RP23-95L9.6,-0.013,0.999
Chtf8,1.2,0.864
Spaca6,0.75,0.954
RP24-547N4.7,0.21,0.99
RP23-228F6.9,0.76,0.96
RP23-23B17.2,-0.12,0.993
Treml2,-1.3,0.917
Rpl27,0.61,0.587
RP23-380F8.1,-0.44,0.978
Clec16a,0.7,0.96
Slfn10-ps,-1.3,0.925
RP23-116P18.2,-1,0.938
Dnmt3b,0.76,0.956
RP23-192G18.7,1.3,0.921
AC113182.4,1.4,0.755
RP23-306B14.2,-1.1,0.937
Zfp937,0.46,0.972
Crkl,-0.92,0.941
Stamos,1.2,0.921
Cep19,1.3,0.926
Slc25a23,0.98,0.938
AC161037.2,1.1,0.921
Arid1a,-0.93,0.618
RP23-386E10.7,-0.4,0.981
Ripk3,1.6,0.794
Xist,-0.45,0.975
Swsap1,-0.22,0.99
RP23-293I7.4,-0.12,0.993
Ywhag,-1.1,0.657
RP23-239I17.3,0.74,0.956
Ep400,0.92,0.625
Hps6,-1.4,0.757
Cnbd2,0.16,0.99
Arih2,0.9,0.636
Kcnn4,1.5,0.844
RP24-122N24.2,-1,0.943
Snx25,-1.1,0.762
Synj2,1.3,0.906
Pigl,-0.72,0.95
Catsper2,0.28,0.984
Nrarp,-1.5,0.908
Adam8,-0.31,0.986
Cd80,-0.73,0.949
Zfp119a,1.7,0.757
RP24-230L5.3,1.4,0.904
Ascl2,0.71,0.956
Rps10-ps2,-1.1,0.829
RP23-204C16.2,-0.62,0.962
Snord13,1.3,0.848
RP24-500I24.6,0.23,0.989
RP23-322E20.6,0.5,0.977
RP23-14F5.5,1.1,0.839
RP23-441L19.1,-1,0.929
Ly6g6e,1.4,0.876
Zfp647,1.3,0.913
Zpr1,0.85,0.605
Dnaaf2,1.3,0.888
Lca5l,1.3,0.755
Ehbp1,1.5,0.884
Dnph1,0.2,0.99
Smo,1.3,0.848
Car7,1.4,0.809
St3gal1,0.81,0.953
Akap17b,-0.054,0.996
RP23-106I21.5,-0.045,0.997
Rsad1,-0.54,0.965
Acaca,1.1,0.919
Ankrd9,1.1,0.941
Zfp619,-0.43,0.975
Ppp1r12a,-0.86,0.614
Cd163,-1.6,0.862
Clk3,0.73,0.599
Gas7,-0.34,0.978
Slc36a2,-0.96,0.948
Gdf15,2.1,0.88
Srxn1,1.8,0.87
Zfp229,1.6,0.875
Slc39a1,1.2,0.894
Dnajc27,-0.95,0.926
Tpmt,-1.5,0.926
Osbpl7,1.2,0.774
Josd1,1.2,0.697
Zbed5,-1.9,0.851
Lilr4b,1.3,0.949
RP23-226A4.5,-1.2,0.906
Cdc7,1.3,0.907
Rpl14-ps1,1,0.808
Ndufc1,0.69,0.563
Spc25,-0.39,0.981
Usp20,-1.3,0.773
Ankib1,-1.2,0.718
Ncor2,1.3,0.866
RP23-218A4.8,0.28,0.986
Ufsp1,1.4,0.911
Pcdhb22,1.1,0.945
RP23-393I12.3,-1.1,0.945
Nhej1,-1.5,0.823
Zfp940,0.72,0.954
Arhgap27os2,-0.36,0.981
Trp53i11,-1.2,0.794
Tmem8,0.75,0.953
Cytip,1.5,0.909
Pisd-ps1,1.1,0.833
Tcaf1,1.6,0.844
Cbx6,1.1,0.889
Clns1a,0.58,0.567
Gpatch4,1.2,0.749
Ahcy,-0.38,0.977
Eif4g3,-0.88,0.625
RP23-357D17.3,-1.1,0.908
RP24-273P12.4,-1.5,0.782
RP23-205D10.4,0.55,0.97
Kctd11,1.4,0.788
Adam3,0.18,0.989
Zfp354c,0.19,0.99
Tspan33,0.82,0.658
Cad,1.4,0.803
Ksr1,-0.85,0.942
Echdc1,1,0.7
Mettl5os,-1.2,0.933
Nnat,-1.6,0.832
Brwd3,1.6,0.866
RP23-198H15.2,-1.2,0.816
Ccdc91,1.4,0.729
RP23-151C6.7,0.58,0.97
Avpi1,-1.7,0.795
Jak2,1.1,0.762
RP24-443M8.2,-0.68,0.958
Polr2e,0.54,0.533
RP23-479J7.2,1.5,0.808
Entpd6,-1.2,0.793
Zfp418,0.23,0.986
Fbxo46,1.6,0.85
RP23-390D8.2,0.16,0.99
Ccl5,-1.1,0.965
Qprt,-1.5,0.87
Afap1,-0.94,0.942
Tsacc,1.1,0.908
S100a6,-0.63,0.982
Rwdd2b,-1,0.941
Mthfr,-1.5,0.844
RP23-285C21.7,1.2,0.929
Dgat2,0.6,0.963
Calcrl,-1.4,0.785
Map3k20,1.5,0.855
AC121845.3,0.11,0.992
Phlpp1,-1.6,0.857
RP23-331E5.10,0.2,0.989
Rbm41,1.2,0.923
Arrdc2,-1.1,0.762
Stag3,0.83,0.95
RP23-349B4.7,0.78,0.95
Szt2,1.4,0.881
Ganab,-0.85,0.633
Rad51ap1,-0.1,0.993
Mtfp1,1.4,0.768
RP23-252O5.3,0.16,0.99
Fam102a,-1.3,0.778
Sept4,1.3,0.943
RP24-416M6.1,0.52,0.965
Mlph,-0.69,0.599
Rnf144b,1.4,0.862
Tspyl3,1.6,0.859
RP23-286M3.4,1.1,0.887
Zfp955a,0.18,0.99
Gan,-1.5,0.852
Engase,-0.89,0.614
Kbtbd8,-1.5,0.88
Pikfyve,1.5,0.808
Ctdsp1,0.6,0.953
RP23-389K5.5,0.13,0.99
Stap1,0.81,0.949
Hmbs,0.81,0.639
AC124659.2,0.71,0.958
Cenpt,1.6,0.822
Abhd14b,1.2,0.773
Abhd2,0.76,0.953
Ssh2,-0.63,0.498
Adcy8,1.1,0.931
Apba1,-1.3,0.887
RP24-201C14.5,-0.47,0.971
Meis3,0.74,0.635
Ndufb3,0.64,0.551
Eif5b,0.52,0.551
Nlrp1a,0.5,0.965
Bambi,2,0.83
Traf5,-0.75,0.605
RP24-227F14.5,0.48,0.964
RP23-226D9.2,0.74,0.945
RP23-209N14.4,-0.54,0.974
Slc25a40,-1.3,0.797
Rrp7a,0.9,0.672
Pde4d,0.52,0.972
RP23-415C3.8,-1.1,0.939
AC158384.4,1.2,0.823
RP23-46L17.6,1.4,0.803
Zbtb7b,0.58,0.954
Gpm6a,-1.2,0.945
RP24-123O20.1,-0.72,0.954
Emilin1,0.59,0.955
Csrnp2,-0.83,0.949
RP23-34E23.1,0.48,0.971
Bbs5,1.2,0.886
Dnajc28,-1.3,0.755
B230354K17Rik,1.6,0.812
RP24-372P19.2,0.59,0.959
RP23-4H17.1,0.75,0.945
Slc16a10,1.2,0.84
Mterf1b,-0.72,0.945
Klrd1,1.4,0.859
Cfp,-0.34,0.984
Enpp1,1.4,0.803
Tlcd2,-1.3,0.796
Pigg,1.4,0.795
Mark4,-1.3,0.886
8030462N17Rik,-0.063,0.994
RP23-249P4.1,0.43,0.976
Stambpl1,0.57,0.564
Npc1,-1,0.617
Zfp983,-0.33,0.981
Tlcd1,0.31,0.982
Icam2,-1.2,0.921
Ercc1,0.85,0.653
Sh2d6,0.89,0.935
Gatsl2,0.93,0.942
Arhgap25,0.58,0.539
Mageh1,0.62,0.956
Sepsecs,1.2,0.781
Arhgef2,-0.84,0.638
AC157561.9,-0.27,0.984
RP24-359O2.3,-1.2,0.859
RP23-392I3.13,1,0.83
Fbxw8,-1,0.885
Rdh12,-1.2,0.908
RP23-308M1.1,-0.55,0.972
Zfp93,1.1,0.938
Pter,1.6,0.806
Atg2a,1.4,0.799
Atxn7l2,0.8,0.949
Fam53a,0.81,0.615
Brca2,-1.4,0.907
Qser1,-1.5,0.821
Nbas,1.4,0.868
RP23-334M3.7,1.1,0.925
Ermp1,-1.7,0.796
Adat1,-0.23,0.984
Tcf7l2,-0.96,0.685
CAAA01194877.2,0.38,0.979
Stat3,-0.62,0.576
Dclre1a,1.5,0.883
Pank1,-0.64,0.966
Lgals1,1.9,0.734
RP23-224E21.2,-0.21,0.989
RP24-390G17.1,1.3,0.891
Kcnj9,-0.15,0.99
Ift74,1.4,0.757
Cdc14b,1.2,0.922
Pes1,1.2,0.685
Pcp4,1.3,0.839
Bmp1,0.66,0.954
Sugt1,0.66,0.605
RP23-100C5.11,0.044,0.997
Zbtb4,-1.2,0.681
Rab3d,-1.5,0.843
Icos,0.64,0.956
Scaf8,-0.99,0.681
Gpr137,-0.9,0.688
Mios,-1.1,0.715
Ly6e,0.44,0.447
Fmnl2,-1.4,0.784
Ttc7b,1.1,0.833
RP23-160G19.10,0.49,0.974
Mettl4,0.79,0.949
Zfp169,-1.1,0.907
Tceanc,-1.7,0.81
Slc25a15,-0.84,0.945
Chst2,0.084,0.993
Tmem86b,-1.1,0.877
Kat5,0.95,0.676
Atf4,-0.58,0.554
Cacna1f,-1.4,0.87
Kdm5d,0.33,0.978
Zrsr1,1.5,0.878
Prpf4b,-0.6,0.556
Ofd1,-1.2,0.728
RP23-445K23.5,-0.3,0.981
Krba1,1.1,0.906
Ptpn21,-0.94,0.942
RP24-555M20.3,0.62,0.966
Atp10d,-1.1,0.705
RP24-366J14.7,-0.25,0.987
Asah2,-0.68,0.953
AC113029.6,1.2,0.942
RP23-175C13.1,0.94,0.87
Zfp773,-1.2,0.796
Tmem2,-0.69,0.954
RP23-322E23.4,0.084,0.993
Odf2l,-1.4,0.85
Mutyh,0.86,0.941
RP24-183E22.2,1.3,0.844
Gins2,1.3,0.92
RP23-151C6.3,-1.1,0.848
Dgkq,-0.34,0.98
Gadd45a,1.5,0.903
Bag2,0.35,0.982
Hist1h4h,0.86,0.937
Polr2a,-0.98,0.69
Itpr3,1.1,0.914
Zfp558,0.21,0.989
Ctr9,-0.79,0.646
Dhx37,0.66,0.953
Aph1c,0.62,0.949
Pbx1,-1.5,0.859
Arid1b,1.1,0.757
Tnpo2,-1.3,0.833
Enc1,-1.3,0.762
Gdpd3,-2.6,0.762
Trip6,-0.66,0.959
Osbpl8,1.2,0.688
Rtn4ip1,0.99,0.755
Dok2,1.1,0.932
Flt3l,-0.91,0.936
Uty,0.18,0.989
Ccnk,0.61,0.955
Plekho2,-1,0.656
Mob1b,1.5,0.791
RP23-393I12.5,-0.22,0.987
Ccdc62,0.86,0.942
Stk35,-0.85,0.924
Mars2,-0.15,0.99
Fndc7,-0.066,0.994
Eya3,1.2,0.919
Apitd1,1.1,0.92
Tom1l2,-1.4,0.882
RP23-13C17.6,-0.57,0.958
RP23-354F11.5,-0.77,0.95
RP23-428E5.3,0.69,0.943
Atxn1,-1.4,0.771
Edem3,1.2,0.792
Wwox,1.4,0.843
Xlr4b,1.3,0.882
Atp7a,-0.97,0.627
Myo9b,-1.1,0.751
Poc1a,-1.4,0.873
Taf5,1.4,0.751
RP23-188F24.2,0.21,0.984
