gene_name,logFC,adj.P.Val
Las1l,0.68,0.426
Snx11,1,0.524
Ubn1,-0.63,0.339
Fam64a,2.7,0.687
Ttll12,-1.2,0.591
Adnp2,-1,0.509
Gpr37,2.6,0.689
Sptssa,0.41,0.278
Crocc,2.4,0.678
RP23-250K15.2,-2,0.619
RP23-61D6.8,1.3,0.614
RP24-360B3.1,-2,0.67
AC127677.1,-2.4,0.676
Mcm3,0.8,0.419
Rnf141,-0.61,0.393
Vps13b,-0.75,0.443
RP23-27D5.2,-1.3,0.513
Olr1,2.3,0.691
Icam2,-2.1,0.65
Aldh1l2,-2.1,0.67
Spp1,13,0.686
RP23-74N13.1,2,0.683
Rprd1b,-0.66,0.395
Noxred1,2.4,0.687
Rcbtb1,1.1,0.562
Rnase12,-2.1,0.663
Cd99l2,1.2,0.525
Atxn7l2,2,0.644
Gab1,-1,0.439
Shpk,2,0.635
Slfn9,2.3,0.669
Hibch,1.4,0.552
RP23-203A12.2,2.1,0.686
Pdxp,2.4,0.687
Rab11fip3,2,0.67
Golim4,-1,0.492
Trerf1,-1.9,0.66
Sh3pxd2b,2.2,0.665
Izumo4,1.7,0.647
Aak1,-1.2,0.54
Tmeff2,2.3,0.7
RP23-157G2.1,2.2,0.7
Chst10,2,0.656
Slc27a1,0.81,0.45
RP24-443B5.2,-1.5,0.571
Dok2,2,0.631
Cdc20,3.3,0.686
RP24-372P19.2,-1.9,0.663
Sept1,2,0.665
L3hypdh,2.3,0.639
Phlpp2,2.1,0.685
Fam69b,2.4,0.687
Dcp1b,1.3,0.589
Camkk1,-1.3,0.534
RP23-43G12.1,0.59,0.387
Bckdhb,-0.87,0.51
Ugt8a,2.1,0.706
Toe1,0.95,0.479
RP23-397H18.5,-1.9,0.67
RP23-204N19.8,2,0.656
Dctd,2.5,0.632
Zdhhc1,0.99,0.52
Ucp2,0.61,0.431
RP23-382I10.1,2.3,0.69
RP23-209N19.1,2,0.692
Slc6a1,2.6,0.656
RP23-345D18.4,-2.1,0.679
Lmnb1,1.8,0.666
Zfp189,1.8,0.616
Itm2a,2.1,0.699
Impdh1,1.8,0.658
RP24-142B15.7,2.1,0.697
St3gal3,1.6,0.62
Lypd6,2.3,0.695
Trp53inp2,2,0.656
AC123686.3,1.9,0.663
Ttc3,0.75,0.406
RP24-247B20.1,2.2,0.7
Ppp1r8,1.1,0.547
Fbxo17,-1.7,0.592
Rpl23,0.39,0.311
RP24-416M6.5,1.9,0.66
Xlr4b,1.8,0.63
RP23-255E18.1,2.1,0.706
Abhd3,1.3,0.552
RP23-71J17.1,2.1,0.638
RP23-402K12.2,1.9,0.613
Dtwd1,1.1,0.515
Fuz,1.9,0.687
Mpp7,1.6,0.619
Wdyhv1,-0.79,0.465
Ankrd24,-1.5,0.649
RP23-268P6.1,2.3,0.7
Ddah1,2.1,0.678
Cd69,2.2,0.645
Pou5f2,2.2,0.71
Ckap2l,2.3,0.674
Ufsp1,2,0.643
Cwc22,1.1,0.55
Aurka,-2.1,0.709
Exoc3l4,2.2,0.723
Slc5a3,-1.2,0.567
Insig1,1.2,0.567
Usp7,-0.72,0.414
Mgl2,4.9,0.704
Pdxdc1,0.66,0.405
RP23-187B11.6,-2.1,0.699
AC112984.2,2.1,0.712
Ulk2,-0.6,0.368
Elac1,1.1,0.552
Ece1,-1.7,0.626
Polr2b,0.7,0.409
RP23-121M13.2,2.2,0.708
Amica1,2.1,0.717
Timmdc1,1.8,0.677
RP24-201C14.5,-1.9,0.683
Src,-1.4,0.609
Maob,2.1,0.711
RP24-460O22.2,2,0.675
Rsph9,2,0.684
AC118601.3,2.1,0.709
Nrxn1,-1.8,0.679
Top2a,2.7,0.714
Cenpp,2.4,0.708
Tubd1,1.8,0.648
Tbcb,0.42,0.306
RP23-157G2.2,2.2,0.732
Mtrf1,-1.1,0.524
Xrcc4,-0.96,0.443
Lyrm4,2.7,0.712
Prkaa1,-0.73,0.453
Asb7,-1.4,0.593
Ptprcap,2.3,0.717
Ticam2,-0.64,0.425
Zkscan5,-1.9,0.631
Cipc,1.3,0.566
Trmu,1,0.511
RP24-359O2.8,1.9,0.684
RP23-269E5.5,2.2,0.735
RP23-189L19.6,0.45,0.305
Olfm1,2.4,0.713
Usp19,-0.8,0.44
P2rx1,-1.4,0.552
Ccdc6,-1.1,0.573
Brd2,-0.47,0.319
Klrb1c,2,0.74
WI1-1616M8.2,1.7,0.627
Anapc15,0.8,0.452
Blnk,0.32,0.268
Galm,0.88,0.468
Vav3,1.9,0.719
Tmem67,-1.4,0.543
Pcnx4,-0.95,0.492
Hist2h4,1.4,0.63
Cd300lb,2.4,0.724
RP24-127D13.3,1.8,0.719
Asns,1.9,0.661
Ikbkap,0.9,0.506
Clu,4.4,0.62
E2f1,1.8,0.694
Rad51,2.1,0.746
Shq1,-1.1,0.552
RP23-392I3.13,1,0.598
Setd1b,-1.3,0.598
Etv1,-0.66,0.434
Usp6nl,1.6,0.627
Akr1c13,2,0.7
Trmt61b,-1.2,0.539
Fbxw8,1.3,0.649
Tmem229a,1.9,0.73
Dock2,-0.51,0.313
Plppr4,1.9,0.743
Slc22a4,2.1,0.727
RP24-74O18.2,1.9,0.666
Adgra3,-0.88,0.513
RP24-213G21.1,-0.46,0.316
Cramp1l,-2,0.664
RP23-322E23.8,2,0.751
Mcemp1,2.3,0.728
Nsd1,-0.57,0.361
RP23-173N16.6,1.9,0.665
RP23-184M4.4,-2,0.7
Gid4,1.1,0.569
Zpbp,2.1,0.753
RP24-443M8.2,1.9,0.691
Glipr2,1.9,0.747
Egfl7,-1.7,0.663
Rbm14,-0.61,0.388
Abl1,-0.85,0.422
Nr4a2,2.2,0.746
RP23-132L14.7,2.1,0.734
Ruvbl1,-0.59,0.38
Sepsecs,1,0.558
RP23-85A8.1,1.9,0.758
Agbl3,1.8,0.666
Hmgb1-ps8,1.9,0.758
RP24-482L4.2,1.8,0.745
Samd10,2,0.688
Zfp626,1.9,0.694
Ly6g6d,-1.4,0.632
Pih1d1,0.53,0.375
Tmem203,0.74,0.44
March6,-1,0.505
1110020A21Rik,2.1,0.762
Smad2,-0.5,0.348
Ear2,1.9,0.764
AC111086.2,-1.8,0.717
RP24-372N16.1,1.8,0.732
Nudt19,0.91,0.44
RP23-230O9.4,2,0.747
Ermn,2.2,0.757
P4ha2,2.2,0.745
Zfp563,-1.6,0.656
Ldlr,1.6,0.614
Fgfr2,1.8,0.758
AC074336.1,-1.7,0.679
AC121564.2,-1.6,0.644
Adam33,2.1,0.751
Slc25a15,1.8,0.677
Il1rn,2.5,0.741
Rab3d,1.5,0.614
Cers5,0.55,0.386
Zfp51,-0.89,0.459
Maf,-0.46,0.3
Atp6v0e2,1.7,0.77
Hps3,-0.55,0.355
Pus7,-1,0.513
Ypel1,2,0.753
Mlxip,-1.1,0.538
Nub1,0.56,0.388
Rbbp8,1.8,0.677
Rgs12,2,0.733
Mettl5,0.68,0.405
Fam181b,1.9,0.751
Ficd,1,0.524
Map4k1,1.8,0.706
Rrnad1,-0.69,0.404
Flt3l,1.6,0.68
Gsta4,2.1,0.722
Tradd,0.84,0.531
Thap2,-1.6,0.648
Tigar,1.4,0.618
Aqp11,1.9,0.774
RP24-281E19.1,2.2,0.753
Pnpla6,-1.3,0.611
RP23-324E2.11,1.3,0.65
Hpcal1,0.98,0.535
RP23-83I13.10,-1.7,0.741
Ndst2,0.71,0.439
RP23-306B14.2,1.9,0.697
Rhebl1,-1.7,0.712
Cdkn2aip,-0.71,0.442
D130007C19Rik,1.8,0.77
Edil3,1.8,0.782
Ciz1,0.78,0.503
RP23-71E4.2,1.8,0.765
Cep55,1.7,0.782
Tfec,1.7,0.761
Sik2,-0.85,0.426
Slc38a3,1.8,0.691
Fscn1,-0.45,0.341
Zfp408,-1.6,0.684
Cald1,1.9,0.782
Ache,-1.3,0.67
Vps36,-0.5,0.352
Bag2,2,0.684
Rad51ap1,2,0.691
Fnip2,1.1,0.604
Gm9843,0.62,0.466
RP23-17J18.2,1.8,0.759
Clec4e,1.8,0.786
Dync2li1,1.6,0.73
RP23-83N17.1,1.7,0.786
RP24-374M24.1,1.9,0.702
Sema6d,1.6,0.738
Triobp,-0.63,0.425
RP23-267O21.3,1.1,0.586
Ywhaz,-0.34,0.277
Cmtr2,1.3,0.61
Sec31a,0.65,0.401
RP24-84I4.2,-1.8,0.668
RP23-419P16.7,1.9,0.732
Samd4,1.6,0.788
Aimp1,0.67,0.443
Cables2,-0.88,0.427
Vtn,1.6,0.789
Cd300c,1.6,0.764
Rspo1,1.9,0.684
Cdc25c,1.7,0.795
Cuta,0.49,0.313
Gria2,2,0.774
Suclg2,0.56,0.38
Nup155,1.5,0.621
Mcm6,1.1,0.51
Gdap10,-1.2,0.591
Madd,-0.87,0.498
Susd1,1.6,0.723
Aplp1,2.4,0.64
WI1-955B2.1,-1.4,0.686
RP23-292F19.2,-1.5,0.704
Nim1k,1.8,0.742
Arhgap27os2,-1.8,0.697
RP23-225D24.1,1.8,0.77
Utp6,-1,0.528
RP24-554B1.11,-1.7,0.712
Rpl35a,0.41,0.344
Htra1,2,0.614
Plekhf1,1.7,0.783
RP23-307F3.6,1.6,0.805
Treml2,1.8,0.713
Arfip2,-1.2,0.671
Armcx2,-1.1,0.58
Pcdhb22,2,0.702
Zfp458,1.6,0.777
Plac8,3.2,0.764
RP23-462C22.5,-1.6,0.758
Fam78a,-1.3,0.599
Slc39a2,2,0.803
RP24-86I23.4,1.5,0.808
Fam210a,1.2,0.599
Cbx8,-1,0.499
Aars,-0.46,0.323
Gm996,-1.3,0.658
Ulk1,-0.99,0.521
AC121845.3,1.7,0.726
Slfn2,0.67,0.368
Epha2,-1,0.509
Fbxo42,-0.88,0.492
Usp54,1.7,0.708
Icam4,1.7,0.789
Ttll7,1.7,0.797
Nedd4,1.6,0.815
Ackr3,-1.8,0.76
Ahnak,1.5,0.791
RP24-91G8.4,-1.7,0.758
Lhpp,1.3,0.665
Supv3l1,-0.99,0.534
RP23-130C18.1,-1.6,0.712
Haao,0.93,0.48
Gga1,-0.58,0.387
RP24-354I16.2,1.4,0.82
Arhgap4,-0.63,0.425
Tom1l2,-1.5,0.636
Zc3h12b,1.6,0.817
Chek2,1.7,0.619
Ptprz1,2,0.73
Elovl1,0.41,0.306
Rpia,1.4,0.675
Timeless,1.7,0.79
Mog,1.5,0.821
Itih5,1.7,0.821
Ociad2,-1.7,0.74
Ccnb2,1.9,0.782
Plxnc1,1.7,0.787
Enho,1.7,0.687
Pnpla8,-0.49,0.351
Ccnb1,1.9,0.82
RP23-410L16.8,-1.4,0.779
B3galt4,1.3,0.67
Ints2,1.6,0.684
Pde4d,1.8,0.719
Xk,1.6,0.751
Hnrnpd,-0.56,0.387
RP23-13A13.6,-1.5,0.747
RP23-168E14.7,1.7,0.781
Slc12a6,-0.69,0.43
Eps8l1,-1.2,0.617
Ciart,-0.99,0.559
Gnai1,1.4,0.821
Zbtb11os1,-1.1,0.556
Eng,-1.1,0.622
Dph2,-0.8,0.474
4930518I15Rik,1.5,0.777
Etfb,0.55,0.418
RP23-20K24.9,1.6,0.73
Cd55,1.6,0.809
Hmox1,1,0.629
Mocs3,1.3,0.67
RP23-380F8.1,1.7,0.774
RP23-298M23.7,-1.6,0.774
RP24-378J8.2,1.4,0.774
Aqp4,1.6,0.753
Mon1a,-0.67,0.462
Dus1l,0.67,0.445
Diexf,1.7,0.706
Nrde2,1.1,0.583
Cenpu,1.6,0.829
RP24-309L4.3,1.6,0.803
Clk1,-0.3,0.268
Il12b,-1.6,0.772
Shtn1,1.6,0.751
RP23-128P10.1,1.3,0.616
H2afx,0.95,0.492
Sardh,1.7,0.711
RP23-293I7.4,-1.8,0.758
RP24-500I24.5,-1.5,0.787
RP23-347F4.1,-0.86,0.493
B3galnt2,1.2,0.61
RP23-281H4.5,-0.69,0.406
Kptn,1.1,0.552
Jak2,0.95,0.557
Siah1a,-0.54,0.38
Sfxn3,1.1,0.594
Pag1,-0.57,0.33
Mndal,1.5,0.675
Cenpe,1.5,0.801
RP23-366M19.1,0.71,0.514
Catsperg1,1.5,0.801
RP23-453O8.7,-1.7,0.732
Sbno1,-0.55,0.362
Coro1c,0.53,0.384
Cd209b,4,0.799
RP23-192P10.3,1.3,0.845
Pllp,1.3,0.847
Epc2,-1.1,0.572
Peg13,-0.91,0.568
RP23-38L11.4,1.4,0.826
AC157584.1,-1.4,0.816
Slain1,1.3,0.848
Dok3,-0.62,0.378
Igkc,1.8,0.825
RP23-239I17.3,-1.7,0.765
RP23-459M2.1,-1.4,0.741
RP23-462F3.3,1,0.508
CH25-588N10.2,-0.86,0.492
Fam83d,1.4,0.851
Clec1b,1.6,0.684
RP23-278O17.1,1.4,0.826
Wdr60,0.91,0.516
Traf1,1.5,0.846
RP23-152P5.3,1.5,0.792
Gpatch3,-0.87,0.465
Nudt12,1.2,0.852
Rhbdd3,0.81,0.504
Gtf2a1,-0.88,0.535
Pes1,0.97,0.492
Zfp456,1.7,0.666
Cdca3,1.5,0.821
RP23-381B19.2,1.7,0.687
Abcc10,-1,0.606
Tprn,-0.92,0.525
RP23-451C8.1,1.4,0.776
RP24-270O22.1,1.4,0.798
Ctsw,1.5,0.841
Atf6,-0.74,0.445
Ccnf,1.3,0.827
Fam122b,1.6,0.781
RP23-442B10.1,-1.3,0.595
Chp2,1.3,0.858
RP24-238B3.4,1.2,0.592
Gper1,1.2,0.861
Serpinb1a,1.5,0.856
Tyw3,-1.2,0.597
Dxo,0.94,0.541
Lck,1.2,0.858
Avl9,-0.7,0.445
Elovl6,1.4,0.834
RP24-264F17.2,1.5,0.822
Clmp,-1.2,0.598
Bcl7a,1.1,0.645
Ddx56,0.66,0.42
Osbpl3,1.4,0.673
Hes5,1.4,0.841
Angel1,1.4,0.679
Galnt9,1.4,0.829
Phf3,-0.74,0.425
Sfxn2,1.3,0.607
Gna11,-0.63,0.458
Adgre5,1.7,0.818
Dcaf7,-0.74,0.422
Cnrip1,-0.65,0.418
Eif4a3,0.39,0.32
Ksr1,-1.4,0.712
Oasl1,1.4,0.866
RP23-16H24.5,1.2,0.867
RP23-15K13.2,-1.5,0.816
Bank1,-0.62,0.376
Srgap3,1.2,0.866
Fan1,1.5,0.821
Hopx,1.9,0.737
Slc37a3,1.6,0.69
Ska2,1.4,0.67
Ly6c2,2.2,0.818
Polr1e,1.4,0.671
Mtx3,-1.5,0.693
Atp5j,0.41,0.265
RP24-142B15.8,1.3,0.866
Stxbp4,1.4,0.722
Tmem14c,0.5,0.338
Smarcd3,-1.3,0.624
Rps6kc1,-0.9,0.477
Mrnip,-1.1,0.558
Cenpm,1.2,0.87
Nudcd2,0.76,0.45
Wdr59,1.2,0.865
Reep4,-0.66,0.448
Ppp1r26,1.4,0.825
RP23-156C20.1,-1.4,0.614
Timm13,0.47,0.322
Cxcl9,1.4,0.87
Cep89,-1.3,0.619
Zfp354a,1.6,0.601
RP23-18J12.1,1.2,0.844
Hhip,1.2,0.875
RP23-62I23.3,-1.4,0.811
Xist,0.94,0.901
Gabrb1,1.2,0.858
Gzf1,1.2,0.594
RP24-239J20.1,0.91,0.61
RP23-201L15.5,-1.5,0.784
Iglc2,1.4,0.852
AC166332.1,1.6,0.727
AC104889.1,-1.5,0.662
Zmynd19,1.4,0.788
Pla2g4a,-0.49,0.344
Ube2c,1.2,0.875
Rps16-ps2,0.95,0.631
RP23-228F6.9,1.7,0.781
Casc5,1.3,0.875
RP23-119H17.2,-1.2,0.869
Med14,1.3,0.677
Myadml2,-0.84,0.48
Cd36,2.8,0.695
Rtl6,-1.4,0.677
RP23-293I7.7,1.4,0.852
Caprin2,-1.5,0.814
Ncor1,-0.36,0.291
RP23-3M10.5,-1.6,0.766
Gstm7,1.4,0.845
Mkks,1.5,0.611
Polg,-0.68,0.446
RP23-344O11.3,1.2,0.878
Dgcr8,1.5,0.732
Adamts6,1.1,0.87
Noc4l,0.95,0.474
Tmem8c,-0.8,0.413
RP23-239I17.1,1,0.885
Ttc30b,1.7,0.724
Pcsk4,-1.6,0.748
Fzd8,1.8,0.711
Esco2,1.1,0.89
Iars,-0.56,0.396
RP23-383I4.10,0.84,0.505
Dusp26,1.3,0.847
Mfsd14a,0.53,0.38
Cxcl1,1.1,0.89
Nepro,-1.4,0.751
RP23-72M20.6,0.96,0.893
Tspan2,1.1,0.871
Clec4b1,1.4,0.858
Dtna,1.3,0.815
Nrd1,0.58,0.406
Gbp8,-1.5,0.786
Srbd1,1.2,0.606
Fads6,1.2,0.871
Cd209d,1.5,0.853
Ccr6,1.3,0.852
Cep112,1.1,0.607
Rrm2,0.98,0.897
Raly,1.3,0.821
RP23-438P19.11,-1.7,0.768
Limch1,-1.4,0.816
Kdf1,1.4,0.824
Braf,-0.99,0.561
Socs5,1.3,0.68
Stoml1,0.74,0.472
Adat1,1.3,0.776
Trpt1,-1.4,0.74
Ms4a1,1.3,0.867
C2,1.4,0.847
Tmem267,1.3,0.868
RP24-178N19.2,0.89,0.902
Vsig10,1.5,0.803
Col6a3,-1.2,0.569
Ifi44,1.2,0.865
RP23-288L22.4,0.99,0.901
Iqsec2,1.2,0.633
Plcb4,-1.5,0.724
Sfxn5,1.2,0.822
Cd40,1.3,0.86
Unc13d,0.9,0.597
Tuft1,1.6,0.853
Pclaf,0.89,0.908
Dhx32,0.55,0.386
RP24-331B5.1,1.1,0.864
Acsf3,1.3,0.799
Cenpj,1.6,0.732
Oas2,1.1,0.875
Ighmbp2,-1.4,0.659
Ncapg2,1.4,0.84
RP23-325M7.3,-1,0.61
Ada,1.3,0.852
Sfmbt2,1.1,0.862
RP23-70A15.2,1.5,0.774
Mtpap,0.66,0.44
Tnfaip6,1.2,0.878
Tnfrsf13c,1.2,0.866
Cyr61,1.9,0.896
Oas1c,0.87,0.913
Adamtsl2,1.1,0.86
RP24-88J19.4,1.5,0.754
Kremen1,1.3,0.787
B9d1,1.3,0.875
Xkr9,0.85,0.916
RP24-372P19.1,-1.7,0.771
Ebf3,1.4,0.728
Cd19,1.1,0.874
Wdr25,1.5,0.799
Lockd,0.99,0.886
Dennd2a,1.2,0.687
Nsmce2,0.66,0.413
Fn3k,1.4,0.803
Cxcl13,2.4,0.897
Nlrp1a,-1.3,0.763
Phtf1os,-1.5,0.787
Ptrf,0.69,0.92
Tet1,1.5,0.689
Zmat3,0.89,0.885
Fuom,1.8,0.752
Ccdc125,1.1,0.874
Stx11,1.1,0.879
Meis1,1.4,0.785
Csnk2b,0.8,0.567
Lsamp,1.6,0.758
Rbm15,-1.1,0.567
Borcs5,-0.83,0.544
Plk2,2.6,0.687
Thnsl2,1.6,0.669
Pbk,0.81,0.924
Aen,-1.4,0.669
Cep70,0.74,0.434
Nhlrc1,1.5,0.722
Ptrh1,1.2,0.878
RP23-34E23.1,-1.4,0.724
Haus6,1.6,0.72
Usp38,-0.97,0.546
AC116511.5,1.3,0.694
Iglc3,1.2,0.881
Lta4h,0.66,0.387
Cd48,0.39,0.275
Nr3c2,1.3,0.843
Lbhd1,-1.4,0.806
Ccdc93,-0.67,0.433
Zmym6,1.2,0.631
Zfp7,0.65,0.935
RP23-225M12.1,1.1,0.878
Vill,1,0.875
RP24-340P22.5,1.1,0.872
Tnfrsf18,0.86,0.901
Nr1h3,0.99,0.874
Bfar,0.55,0.377
Creb3l2,0.71,0.451
Ccdc15,1.8,0.8
Btrc,1.1,0.69
Slc13a3,-1.2,0.649
Parp11,-1.2,0.567
Ndp,0.53,0.945
RP23-156A3.2,0.52,0.946
RP23-209N14.4,-1.7,0.774
RP23-393I12.1,0.99,0.879
Fkbp14,-1.1,0.573
Zfp940,1.4,0.757
RP23-322E23.4,-1.5,0.758
RP23-293B11.5,-1.2,0.865
RP23-423B1.6,-0.77,0.913
RP24-270A10.5,-1.4,0.82
RP24-414A22.1,1.5,0.763
Zfp54,1.1,0.877
RP23-310L8.1,0.89,0.897
Fgfrl1,-1.2,0.625
Rttn,-1.6,0.747
Zfp948,1.1,0.852
RP24-69M4.4,-1.2,0.866
AC123848.4,0.69,0.931
Rpl39l,1.1,0.891
RP24-309H3.4,-1.3,0.833
Gatad2b,1.2,0.648
Dyrk3,-1.2,0.824
RP23-50E10.3,1.3,0.802
Gpr171,0.91,0.894
RP23-480I16.1,0.85,0.9
Epn1,-1,0.674
RP23-375N21.1,1.1,0.889
RP23-51J23.4,0.87,0.89
RP24-503L4.3,-1.4,0.727
Ptgr1,1.2,0.581
Igfbp7,0.93,0.9
RP23-293K21.3,-0.5,0.95
Duoxa1,-0.82,0.522
RP23-64B8.3,-1.2,0.827
RP23-127O4.7,-1.3,0.816
RP23-232K16.4,0.28,0.972
RP23-49C8.7,0.29,0.973
Inf2,1.3,0.767
RP23-151C6.1,0.84,0.892
Zbtb7b,1.2,0.74
Sgcb,0.62,0.389
Bptf,-0.83,0.409
Fignl1,1.5,0.774
Zfp612,0.89,0.897
RP23-23C9.4,0.99,0.89
RP23-151C6.7,1.5,0.795
RP24-316D12.2,0.75,0.905
Thsd1,1.5,0.729
Fpgt,-0.84,0.52
Cyb561d1,-1.1,0.592
St8sia4,1.2,0.589
RP23-206D14.7,0.91,0.893
Kmo,0.84,0.898
RP24-316L14.10,0.0014,1
RP24-282D16.9,0.0014,1
Tnfrsf19,0.0014,1
Ppp1r1a,0.0014,1
Lipc,0.0014,1
Cd3g,0.0014,1
RP24-252G15.3,0.0014,1
Olfr920,0.0014,1
Slpi,0.0014,1
Asb4,0.0014,1
Slco1a4,0.0014,1
Tex12,0.0014,1
Cd3d,0.0014,1
Nusap1,0.0014,1
Klre1,0.0014,1
Anxa1,0.0014,1
RP23-128L22.3,0.0014,1
Ncr1,0.0014,1
RP24-227F14.1,0.0014,1
Gzmb,0.0014,1
RP23-131A6.1,0.0014,1
S100a9,0.0014,1
Fasl,0.0014,1
Klra8,0.0014,1
Prf1,0.0014,1
Trbc1,0.0014,1
Nkg7,0.0014,1
Gzma,0.0014,1
Prox2,1.5,0.79
Zfp874a,1.5,0.675
RP24-230J14.8,-1.2,0.671
Madcam1,0.81,0.919
Pop7,0.62,0.445
Ccdc157,0.0014,1
Thbd,0.0014,1
Nkrf,0.0014,1
RP24-144G20.2,0.65,0.938
Ing4,0.0014,1
RP23-102L5.1,0.86,0.9
Col15a1,1.1,0.841
Klrk1,0.89,0.91
Eml5,-0.76,0.914
Akt3,1.2,0.781
Igsf8,0.64,0.404
Sult6b1,-1.3,0.833
Kcnma1,-1.1,0.648
RP23-303F24.3,0.85,0.9
Atp1b4,-1.3,0.772
RP23-333A18.2,1.4,0.803
RP23-393E10.2,0.75,0.916
Oraov1,-0.94,0.512
RP24-467O4.1,1.1,0.717
RP23-7E4.3,0.53,0.953
A830052D11Rik,1.4,0.821
AC123679.2,1.2,0.652
Notch4,1.6,0.752
Sorl1,-0.89,0.518
RP23-151M22.6,1.3,0.774
RP23-108H23.2,-1.1,0.856
RP23-380F8.3,0.3,0.973
Cdc14b,1.6,0.744
RP23-60P18.13,0.89,0.904
RP24-259P13.3,0.0014,1
Anln,0.33,0.971
Pygb,1.1,0.672
Dynlrb1,0.37,0.277
Fn1,0.65,0.923
Zfp451,-0.68,0.425
Lonrf1,0.99,0.866
RP24-448D10.1,-1.1,0.848
Bub1b,0.53,0.941
D930030I03Rik,1.4,0.733
Bmf,-0.97,0.565
Gm10478,-1.3,0.821
Zfp11,1.6,0.749
Snord72,1.2,0.816
Prkcq,1.3,0.836
Jarid2,-1,0.571
Nsfl1c,0.45,0.36
Atp6v1g2,1.3,0.733
Tet2,-0.77,0.439
Hcls1,0.45,0.379
Arhgap21,1.1,0.862
Kctd12b,1.5,0.759
RP23-352D23.1,-0.96,0.868
Calr3,0.64,0.93
Sall2,-1.4,0.73
Ctdsp1,1.1,0.797
Rundc1,-1,0.519
Armcx3,0.94,0.671
Plxdc2,0.32,0.254
RP24-173G12.1,0.51,0.948
Lilr4b,2.2,0.778
Aplf,1.3,0.687
Med13l,-0.93,0.473
Zfp518b,0.58,0.923
Zfp760,1.4,0.667
Rprd1a,0.82,0.898
Zfp560,0.78,0.484
Telo2,1.1,0.658
RP23-46L17.5,1.2,0.834
RP23-164N7.3,-1.5,0.783
Myef2,1.1,0.697
Tm4sf1,0.53,0.94
RP23-149A1.6,0.68,0.919
S100a8,-0.12,0.992
Pepd,0.4,0.311
Zfp78,-1.4,0.647
Pecam1,1.1,0.796
Lrp5,0.0014,1
RP23-218A4.8,1.3,0.808
Srp68,-0.49,0.356
Kcng2,0.0014,1
Tmem81,0.0014,1
Mknk2,-0.71,0.44
Gm10382,-1,0.658
RP23-109A22.2,1.2,0.827
Enkd1,0.89,0.882
Alox5ap,-0.39,0.278
AC161792.1,1,0.867
RP23-212I23.1,0.53,0.938
Pced1a,0.88,0.561
RP23-160G19.10,1.5,0.778
Emb,0.75,0.924
Irf4,0.29,0.974
Diaph1,-0.96,0.582
Zcchc10,1,0.518
Ctla2a,1.1,0.871
Map3k10,1.1,0.727
RP23-390D8.2,1.3,0.801
AC156992.2,-1.3,0.782
Dyrk1a,-0.84,0.487
Zfp512b,1.3,0.824
Pacsin3,1.2,0.829
Gigyf1,-1.5,0.626
Spats2l,0.0014,1
Crim1,-1.3,0.732
Nhsl2,-1,0.646
Naa16,-0.63,0.45
Bmp2,0.0014,1
Pcdhga2,-0.27,0.976
Qrich2,0.0014,1
Rnf17,1.4,0.748
Tppp3,0.65,0.937
RP23-385F8.3,0.42,0.964
Vps54,-0.67,0.473
Mrs2,-0.86,0.531
Ppm1e,0.15,0.986
Tstd3,-0.81,0.51
Ly6d,1.6,0.93
Spdl1,-0.49,0.951
Mmab,1.2,0.597
RP23-384C18.12,-1.2,0.82
mt-Ti,0.97,0.712
Cblb,1.3,0.745
Clec11a,0.0014,1
RP24-196M16.1,0.0014,1
Acbd4,1.2,0.712
Knstrn,-1.3,0.816
Cab39,-0.4,0.353
Fermt2,1.4,0.834
Slc25a32,-1.1,0.582
Cand1,-0.65,0.404
Errfi1,-0.54,0.389
Nr4a3,-1,0.856
Sox9,1.5,0.76
Brap,0.78,0.511
Tanc1,0.42,0.962
Zbed4,-1.1,0.851
Etohi1,0.0014,1
Spon1,0.36,0.965
Arhgap35,1.3,0.784
RP23-4F16.10,-0.92,0.878
Cd8b1,0.0014,1
RP24-128P19.3,0.0014,1
RP23-480P21.3,1.1,0.853
Setd6,-1.1,0.573
Sigirr,0.0014,1
Utp20,1.3,0.767
Ccdc167,0.94,0.585
Vcl,-1.4,0.768
Tsix,0.0014,1
Rpgrip1,-1.4,0.71
Nabp2,0.76,0.529
Dlg5,-1,0.875
Prc1,0.86,0.919
Snx21,-1.4,0.658
RP23-246F18.8,1.3,0.817
Gimap4,0.0014,1
Mertk,-0.43,0.299
RP23-353M5.2,0.0014,1
Klra2,-0.0029,1
Syce1,0.0014,1
Cd244,1.6,0.757
RP24-123J3.1,-0.73,0.91
Gapvd1,-0.61,0.375
RP23-463K8.7,0.0014,1
AC139064.2,1.4,0.857
RP24-260D21.1,-1.1,0.869
Scube1,0.0014,1
Sell,0.0014,1
Sipa1l3,-0.73,0.887
Ifit1bl1,0.0014,1
Pirb,0.86,0.507
RP24-186A17.1,0.93,0.726
Tmem62,1.2,0.667
RP24-150H14.5,-0.33,0.962
Il21r,-0.47,0.396
Abcc4,1.1,0.836
Fam107a,-1.2,0.837
Tmed5,-0.41,0.31
Kcp,-1.2,0.847
Akr1b3,0.57,0.421
Bex2,-0.31,0.965
Slc7a10,1.4,0.788
Cacul1,-0.87,0.565
Lrguk,1.1,0.859
Tarbp2,1,0.677
RP23-247I1.9,-1.3,0.774
Slc22a21,-0.87,0.871
Kdelc1,0.95,0.645
Arhgef2,-0.64,0.439
Iqsec1,0.56,0.925
Mex3b,-1.3,0.768
